시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
진등경로당,경로당,전라북도 익산시 함라면 신대진등길 118,전라북도 익산시 함라면 신대리 678-35,36.048085,126.9143429293,영업,,2008-12-23,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
신등경로당,경로당,전라북도 익산시 함라면 신등길 112,전라북도 익산시 함라면 신등리 548-8,36.0293724885,126.8956383754,영업,,1986-07-28,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
신촌중앙경로당,경로당,전라북도 익산시 함라면 신등신촌1길 15-5,전라북도 익산시 함라면 신등리 4-1,36.0244894,126.9086896536,영업,,1970-02-15,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
적동경로당,경로당,전라남도 신안군 지도읍 적동길 18-1,전라남도 신안군 지도읍 내양리 1456-4,35.09969911,126.213921,영업,,2015-03-02,68,전라남도 신안군청,2023-06-05,5010000,전라남도 신안군
함라오산경로당,경로당,전라북도 익산시 함라면 신목오산길 15-1,전라북도 익산시 함라면 신목리 816-1,36.0129537,126.8993689011,영업,,2009-08-12,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
신함경로당,경로당,전라북도 익산시 함라면 신함길 4,전라북도 익산시 함라면 신목리 573,36.0143402,126.8953733573,영업,,2001-11-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
안정경로당,경로당,전라북도 익산시 함라면 안정교동길 2-10,전라북도 익산시 함라면 함열리 606,36.0623067,126.9117352171,영업,,2006-03-02,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
양산경로당,경로당,전라북도 익산시 함라면 양산1길 10,전라북도 익산시 함라면 신목리 5,36.0082323371,126.9121919017,영업,,2002-09-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
어등경로당,경로당,전라북도 익산시 함라면 어등1길 52,전라북도 익산시 함라면 신대리 502-11,36.0428243,126.8982908781,영업,,1980-05-01,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
와우경로당,경로당,전라북도 익산시 함라면 와우길 4,전라북도 익산시 함라면 신대리 408-3,36.0496102,126.9000325236,영업,,2006-03-02,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
입남경로당,경로당,전라북도 익산시 함라면 입남길 56-10,전라북도 익산시 함라면 신등리 888,36.0429517839,126.8903363110,영업,,2002-06-25,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
장고재경로당,경로당,전라북도 익산시 함라면 장고재길 7-8,전라북도 익산시 함라면 신등리 666-6,36.0293774723,126.8935163295,영업,,2005-12-20,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
장점경로당,경로당,전라북도 익산시 함라면 장점길 21,전라북도 익산시 함라면 신등리 738,36.0333306532,126.8902530066,영업,,1977-09-04,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
진목경로당,경로당,전라북도 익산시 함라면 진목1길 13-7,전라북도 익산시 함라면 신목리 333-21,36.0202361,126.9022392537,영업,,1980-05-28,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
진산경로당,경로당,전라북도 익산시 함라면 진산길 8-8,전라북도 익산시 함라면 신등리 1143-1,36.0321080138,126.9033019335,영업,,2008-02-19,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
삼리노인회경로당,경로당,전라북도 익산시 함라면 천남길 13-4,전라북도 익산시 함라면 함열리 329-3,36.0595831,126.9088349791,영업,,1988-02-13,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
수동경로당,경로당,전라북도 익산시 함라면 천남길 20-4,전라북도 익산시 함라면 함열리 377,36.0601891,126.9082839513,영업,,2006-12-26,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
함라여성경로당,경로당,전라북도 익산시 함라면 천남길 8,전라북도 익산시 함라면 함열리 297-1,36.0595742927,126.9096024823,영업,,1994-12-12,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
함라장등경로당,경로당,전라북도 익산시 함라면 함라장등길 23,전라북도 익산시 함라면 신등리 388-2,36.0317562,126.9015573358,영업,,2011-12-28,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
행동경로당,경로당,전라북도 익산시 함라면 행동길 20,전라북도 익산시 함라면 함열리 264-10,36.0577688373,126.9099189829,영업,,2011-12-21,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
회룡경로당,경로당,전라북도 익산시 함라면 회룡길 77,전라북도 익산시 함라면 다망리 423-5,36.0246666,126.9123766869,영업,,2002-09-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅북경로당,경로당,전라북도 익산시 웅포면 강변로 727-11,전라북도 익산시 웅포면 대붕암리 814,36.1253103,126.8946502983,영업,,1976-03-15,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
곰개강변경로당,경로당,전라북도 익산시 웅포면 곰개길 10-9,전라북도 익산시 웅포면 웅포리 783,36.0645261692,126.8760478967,영업,,2004-12-29,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포상제부녀경로당,경로당,전라북도 익산시 웅포면 나루세길 8,전라북도 익산시 웅포면 대붕암리 426-3,36.1263068468,126.8958972404,영업,,1996-03-18,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
구룡목경로당,경로당,전라북도 익산시 웅포면 녹차마을길 13-5,전라북도 익산시 웅포면 입점리 445-14,36.0595913,126.8802548375,영업,,2002-04-30,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
구룡목여성경로당,경로당,전라북도 익산시 웅포면 녹차마을길 81 (구룡목여성경로당),전라북도 익산시 웅포면 입점리 29-1,36.0565682447,126.8861057368,영업,,2016-05-03,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
대마경로당,경로당,전라북도 익산시 웅포면 대마길 27-12,전라북도 익산시 웅포면 고창리 511-1,36.0984923781,126.8870872251,영업,,1993-12-29,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
대맹경로당,경로당,전라북도 익산시 웅포면 대맹길 22-7,전라북도 익산시 웅포면 맹산리 134-4,36.111391,126.8897794252,영업,,1995-04-11,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포고창경로당,경로당,전라북도 익산시 웅포면 덕성길 54,전라북도 익산시 웅포면 고창리 240-1,36.0891072,126.8865703,영업,,1981-07-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
동산동경로당,경로당,전라북도 익산시 웅포면 동산동길 27-1,전라북도 익산시 웅포면 맹산리 774-1,36.1011360307,126.8878753494,영업,,1982-09-05,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포상제경로당,경로당,전라북도 익산시 웅포면 붕새1길 29-6,전라북도 익산시 웅포면 대붕암리 494-1,36.1283349,126.8983152294,영업,,1996-03-18,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
소마여자경로당,경로당,전라북도 익산시 웅포면 소마길 5,전라북도 익산시 웅포면 고창리 581-1,36.0955799,126.8839919191,영업,,1997-04-08,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
소맹경로당,경로당,전라북도 익산시 웅포면 소맹길 26-8,전라북도 익산시 웅포면 맹산리 450,36.1084904681,126.8886077894,영업,,2000-12-29,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
송천경로당,경로당,전라북도 익산시 웅포면 솔내길 8-4,전라북도 익산시 웅포면 송천리 172-3,36.0765770708,126.8998893753,영업,,1974-05-05,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포신촌경로당,경로당,전라북도 익산시 웅포면 송천로 22-3,전라북도 익산시 웅포면 송천리 649-5,36.0818018,126.8861081874,영업,,2001-04-17,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
오류동여자경로당,경로당,전라북도 익산시 웅포면 오류동길 53-37,전라북도 익산시 웅포면 웅포리 411-1,36.0652782,126.8831367799,영업,,1999-03-24,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
둔곡경로당,경로당,전라남도 신안군 지도읍 둔곡길 23-10,전라남도 신안군 지도읍 내양리 951-1,35.08569599,126.21717,영업,,2008-01-14,95,전라남도 신안군청,2023-06-05,5010000,전라남도 신안군
원대암경로당,경로당,전라북도 익산시 웅포면 원대암길 79,전라북도 익산시 웅포면 대붕암리 173-3,36.1347497,126.9024203370,영업,,1994-04-08,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
입점경로당,경로당,전라북도 익산시 웅포면 입점고분길 44-3,전라북도 익산시 웅포면 입점리 268-1,36.0506835,126.8749612747,영업,,1997-02-19,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
하제경로당,경로당,전라북도 익산시 웅포면 제성1길 6,전라북도 익산시 웅포면 제성리 642-1,36.1230194,126.8905598,영업,,1995-03-29,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
매곡지종경로당,경로당,전라북도 익산시 웅포면 지성길 103,전라북도 익산시 웅포면 제성리 434-4,36.1162554117,126.8994812707,영업,,1998-05-11,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포성동경로당,경로당,전라북도 익산시 웅포면 지성길 185,전라북도 익산시 웅포면 제성리 207-1,36.1116516,126.9059629,영업,,2008-03-20,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
진소경로당,경로당,전라북도 익산시 웅포면 참빗길 77,전라북도 익산시 웅포면 송천리 491-1,36.0848539198,126.8946710954,영업,,1973-01-16,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
웅포경로당,경로당,전라북도 익산시 웅포면 철새로 145,전라북도 익산시 웅포면 웅포리 593,36.0634545,126.8761691356,영업,,1973-12-30,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
내난경로당,경로당,전라북도 익산시 성당면 내난길 11,전라북도 익산시 성당면 두동리 611-9,36.1167336,126.9211941377,영업,,1995-07-01,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
성당교항경로당,경로당,전라북도 익산시 성당면 다리목길 39-2,전라북도 익산시 성당면 성당리 141-1,36.1251563,126.9260449072,영업,,1979-05-09,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
두동경로당,경로당,전라북도 익산시 성당면 두동길 11,전라북도 익산시 성당면 두동리 377-1,36.1037710630,126.9216081218,영업,,1994-09-30,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
부곡경로당,경로당,전라북도 익산시 성당면 부곡길 19,전라북도 익산시 성당면 부곡리 154-1,36.1122904,126.9361136845,영업,,1994-11-30,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
상와경로당,경로당,전라북도 익산시 성당면 상중와길 74-15,전라북도 익산시 성당면 와초리 476-1,36.0761109,126.9244174247,영업,,2007-10-29,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
성당갈산경로당,경로당,전라북도 익산시 성당면 성당로 316,전라북도 익산시 성당면 갈산리 산98-1,36.0963516,126.9312851066,영업,,1995-10-20,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
내수산경로당,경로당,전라북도 익산시 성당면 수산길 18-1,전라북도 익산시 성당면 갈산리 225-7,36.0980754,126.9313741348,영업,,2003-03-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
성포경로당,경로당,전라북도 익산시 성당면 승댕이길 9,전라북도 익산시 성당면 성당리 425,36.1293792,126.9204262247,영업,,2005-01-06,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
성당장선경로당,경로당,전라북도 익산시 성당면 신기중앙길 6,전라북도 익산시 성당면 장선리 산69-10,36.0823795,126.9312724640,영업,,1995-10-20,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
외수산경로당,경로당,전라북도 익산시 성당면 외수산1길 55-28,전라북도 익산시 성당면 갈산리 81-1,36.102148,126.9342883773,영업,,2008-01-08,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
성당경로당,경로당,전라북도 익산시 성당면 월명길 26-1,전라북도 익산시 성당면 성당리 413,36.1291621070,126.9202502354,영업,,1984-05-01,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
장전경로당,경로당,전라북도 익산시 성당면 진밭길 18,전라북도 익산시 성당면 갈산리 774-8,36.089893,126.9294232586,영업,,2002-11-14,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
하와여성경로당,경로당,전라북도 익산시 성당면 하와길 4,전라북도 익산시 성당면 와초리 231-2,36.0731134426,126.9322490762,영업,,1995-10-11,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
대기경로당,경로당,전라북도 익산시 성당면 한틀길 63,전라북도 익산시 성당면 대선리 607-3,36.0629527645,126.9335086209,영업,,1994-12-14,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
간교경로당,경로당,전라북도 익산시 성당면 함낭로 307-10,전라북도 익산시 성당면 와초리 43-1,36.0738401662,126.9421858885,영업,,2002-01-31,,전라북도 익산시청,2023-06-08,4680000,전라북도 익산시
